,Unnamed: 0,plot_ID_from_plot,farm_ID,Object.state,Status,Accuracy,collection_date_from_plot,plot_number,plot_owner,plot_area,plot_boundary,plot_lat_long,plot_soil_type,plot_soil_color,plot_soil_quality,plot_topography,season_ID,plot_ID_from_season,validation,collection_date_from_season,farmed_season1,plot_number_season1,crop_grown_season1,secondary_crop_grown_season1,reason_for_crop_season1,production_season1,labor_type_season1,hired_labor_days_season1,hired_labor_cost_season1,tractor_season1,combine_season1,baler_season1,tiller_season1,seed_drill_season1,van_season1,motor_pump_season1,weeder_season1,sprayer_season1,harrow_season1,cart_season1,plow_season1,other_equipment_season1,used_animal_season1,animal_type_season1,secondary_animal_type_season1,labor_soil_preparation_season1,harrowing_season1,sowing_date_season1,seed_variety_season1,reason_for_seed_variety_season1,row_spacing_season1,seed_amount_season1,num_seeds_per_hole_season1,seed_cost_season1,weed_season1,weed_method_season1,ridging_season1,other_management_season1,used_fertilizer_season1,fertilizer_num_sacks_season1,fertilizer_type_season1,fertilizer_formula_season1,fertilizer_amount_season1,insecticide_season1,insecticide_brand_season1,fungicide_season1,fungicide_brand_season1,herbicide_season1,herbicide_brand_season1,harvest_date_season1,harvest_duration_season1,harvest_num_sacks_season1,kg_per_sack_season1,storage_place_season1,secondary_storage_place_season1,harvest_sold_season1,harvest_sold_place_season1,selling_date_season1,selling_duration_season1,plot_insurance_season1,insurance_premium_season1,insurance_compensation_season1,insurance_compensation_amount_season1,insurance_satisfaction_season1,farmed_season2,plot_number_season2,crop_grown_season2,reason_for_crop_season2,plot_insurance_season2,area_sown_season2,first_rainfall_date_season2,sowing_date_season2,seed_amount_demanded_season2,seed_amount_received_season2,seed_value_season2,seed_variety_season2,seed_provider_season2,seed_payment_method_season2,fertilizer1_application_season2,fertilizer1_type_season2,fertilizer1_why_not_applied_season2,fertilizer1_date_season2,fertilizer1_type_season2.1,fertilizer1_amount_season2,fertilizer1_cost_season2,fertilizer2_application_season2,fertilizer2_date_season2,fertilizer2_type_season2,fertilizer2_amount_season2,fertilize2_cost_season2,used_other_inputs_season2,other_inputs_type_season2,received_credit_season2,credit_amount_demanded_season2,credit_amount_received_season2,credit_source_season2,interest_rate_season2,farmed_dry_season,crop_grown_dry_season,fertilizer_type_dry_season,irrigation_method_dry_season,irrigation_cost_dry_season,irrigation_source_dry_season
794,794,5228,4453,Validated,Enable,2,10/11/16 12:18,2,owned,40,4274,-14.87080175265 | 16.619359367426,Autres,black,good,flat,5223,5228,validated,10/11/16 12:20,yes,1,irrigated_rice,,all_three,3,family,0,0,no,no,no,no,no,no,no,no,no,no,no,no,,no,,,no,no,4/1/16,certified,,0,0,0,0,no,,no,,yes,3,DAP/Urea,,0,no,,no,,no,,8/15/16,0,0,65,silo,,0,,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
795,795,5229,4041,Validated,Enable,2,10/28/16 22:14,2,owned,0.4,4048,-14.87078901687 | 16.619620410945,Autres,black,good,flat,7813,5229,validated,10/28/16 22:15,yes,2,irrigated_rice,,subsistence,1,family,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/21/16,certified,,0,12,0,325,no,,yes,,yes,2,DAP/Urea,18.46.00,500,no,,no,,yes,propanil,8/25/16,12,20,65,silo,,0,market,0000-00-00,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,no,,,,0,
796,796,5230,5076,Validated,Enable,2,11/11/16 14:05,1,owned,1,4718,-14.30177 | 16.414998333333,Autres,black,good,flat,4739,5230,validated,9/22/16 22:04,yes,1,irrigated_rice,,cash,2,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,yes,,8/20/15,certified,plus adaptee,20,120,1,350,,,yes,,yes,8,DAP/Urea,18/46,400,yes,videen propanine,no,,yes,videen propanine,12/30/15,1,0,80,shop,,125,market,2/17/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,subsistence,yes,1,8/5/16,8/22/16,120,120,42000,sahel177,pelital,credit,no,,not yet,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
797,797,5231,4960,Validated,Enable,2,11/11/16 14:03,1,owned,0.5,4542,-14.304023451054 | 16.416579572153,Autres,black,medium,flat,6440,5231,validated,10/26/16 10:47,yes,1,irrigated_rice,,cash,2,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,yes,,8/9/15,certified,plus adaptee,20,120,1,350,,,yes,,yes,4,DAP/Urea,18/46,200,yes,videen propanine,no,,yes,vidern propanine,12/9/15,1,15,80,shop,,125,market,2/9/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,subsistence,yes,0,8/5/16,8/21/16,120,120,42000,sahel177,pelital,credit,no,,not yet,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
798,798,5232,4786,Validated,Enable,2,9/24/16 2:20,1,owned,0.75,6669.06,-14.303143333333 | 16.415741666667,Autres,black,medium,flat,4771,5232,validated,9/24/16 2:21,yes,1,irrigated_rice,,subsistence,2,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,yes,,8/17/15,certified,plus adaptee,20,120,1,350,,,yes,,yes,7,DAP/Urea,18/46,350,yes,videen propanine,no,,yes,videen propanine,12/29/15,2,55,80,shop,,125,market,2/11/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,subsistence,yes,0,8/5/16,8/21/16,120,120,42000,sahel177,palital,credit,no,,not yet,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
799,799,5233,4992,Validated,Enable,2,9/24/16 2:51,1,owned,0.3,2196,-14.304077138226 | 16.41711229547,Autres,black,good,flat,4740,5233,validated,9/24/16 2:53,yes,1,irrigated_rice,,subsistence,2,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,yes,,8/19/15,certified,plus adaptee,20,120,1,350,,,yes,,yes,3,DAP/Urea,18/46,150,yes,videen propanine,no,,yes,videen propanine,12/30/15,1,60,80,shop,,125,market,2/12/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,subsistence,yes,1,8/5/16,8/23/16,120,120,42000,sahel177,pelital,credit,no,,not yet,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
800,800,5234,4783,Validated,Enable,2,9/24/16 1:37,1,owned,1,8030,-14.303126773808 | 16.417707243742,Autres,black,good,flat,4745,5234,validated,9/24/16 1:39,yes,1,rainfed_rice,,subsistence,2,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,yes,,8/18/15,certified,plua adaptee,20,120,1,350,,,yes,,yes,8,DAP/Urea,18/46,400,yes,videen propanine,no,,yes,videen propanin,12/30/15,1,60,80,shop,,125,market,2/10/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,subsistence,yes,1,8/5/16,8/22/16,120,120,42000,sahel177,pelital,credit,no,,not yet,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
801,801,5235,5077,Validated,Enable,2,9/22/16 21:56,1,rented,0.6,5981.05,-14.300413333333 | 16.418701666667,Autres,black,good,flat,4772,5235,validated,9/22/16 21:58,yes,1,irrigated_rice,,all_three,2,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,yes,,8/16/15,certified,plus adaptee,20,120,1,350,,,yes,,yes,5,DAP/Urea,18/46,200,yes,videen propanine,no,,yes,videen propanine,12/29/15,1,0,80,shop,,125,market,2/13/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,subsistence,yes,60,8/5/16,8/22/16,120,120,42000,sahel177,pelital,credit,yes,NPK/Urea,,9/18/16,NPK,100,17000,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
802,802,5236,4768,Validated,Enable,2,11/11/16 13:15,1,owned,0.93,5199,-14.299900820109 | 16.419700501551,Autres,black,good,flat,4746,5236,validated,9/24/16 1:07,yes,1,irrigated_rice,,subsistence,2,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,yes,,8/17/15,certified,plus adaptee,20,120,1,350,,,yes,,yes,7,DAP/Urea,18/46,350,yes,videen propanine,no,,yes,videen propanine,12/30/15,1,60,80,shop,,125,market,2/16/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,subsistence,yes,0,8/5/16,8/21/16,120,120,42000,sahel177,pelital,credit,no,,not yet,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
803,803,5237,5078,Validated,Enable,2,9/22/16 21:52,1,owned,0.35,4509,-14.30063 | 16.420865,Autres,black,good,flat,4773,5237,validated,9/22/16 21:54,yes,1,irrigated_rice,,cash,1,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,yes,,8/17/15,certified,plus adaptee,20,120,1,350,,,yes,,yes,4,DAP/Urea,18/46,200,yes,viden propanine,no,,yes,videen propanine,12/30/15,1,0,80,shop,,125,market,2/13/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,subsistence,yes,0,8/5/16,8/24/16,120,120,42000,sahel177,pelital,credit,no,,not yet,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
804,804,5238,4784,Validated,Enable,2,11/11/16 13:13,1,owned,0.55,4532,-14.299550932541 | 16.419854498426,Autres,black,good,flat,4744,5238,validated,9/24/16 1:50,yes,1,irrigated_rice,,subsistence,1,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,yes,,8/17/15,certified,plus adaptee,20,120,1,350,,,yes,,yes,5,DAP/Urea,18/46,250,yes,videen propanine,no,,yes,videen propanine,12/30/15,1,60,80,shop,,125,market,2/16/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,subsistence,yes,55,8/5/16,8/25/16,120,120,42000,sahel177,pelital,credit,no,,not yet,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
805,805,5239,4868,Validated,Enable,3,9/24/16 2:14,1,owned,1,9199,-14.299278328044 | 16.420183996721,Autres,black,good,flat,4742,5239,validated,9/24/16 2:16,yes,1,irrigated_rice,,subsistence,2.2,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,yes,,8/18/15,certified,plus adaptee,20,120,1,350,,,yes,,yes,8,DAP/Urea,18/46,400,yes,videen propanine,no,,yes,videen propanine,12/30/15,1,60,80,shop,,125,market,2/21/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,subsistence,yes,10000,8/5/16,8/21/16,120,120,42000,sahel177,pelital,credit,no,,not yet,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
806,806,5240,4787,Validated,Enable,2,11/11/16 13:11,1,owned,0.3,8121,-14.299911613095 | 16.421047513289,Autres,black,good,flat,4743,5240,validated,9/24/16 2:00,yes,1,irrigated_rice,,subsistence,1,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,yes,,8/17/15,certified,plus adaptee,20,120,1,350,,,yes,,yes,3,DAP/Urea,18/46,150,yes,videen propanine,no,,yes,videen propanine,12/30/15,1,60,80,shop,,125,market,2/17/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,subsistence,yes,30,8/5/16,8/22/16,120,120,42000,sahel177,pelital,credit,no,,not yet,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
807,807,5241,4959,Validated,Enable,2,9/24/16 2:59,1,owned,1,9615,-14.301455 | 16.422416666667,Autres,black,good,flat,4741,5241,validated,9/24/16 3:02,yes,1,irrigated_rice,,subsistence,3,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,yes,,8/19/15,certified,plus adaptee,20,120,1,350,,,yes,,yes,8,DAP/Urea,18/46,400,yes,videen propanine,no,,yes,videen propanine,12/30/15,1,75,80,shop,,125,market,9/21/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,subsistence,yes,1,8/5/16,8/23/16,120,120,42000,sqhel177,Pelital,credit,no,,not yet,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
808,808,5242,4780,Validated,Enable,2,9/23/16 23:50,1,owned,0.9,9027,-14.301793981476 | 16.421294287452,Autres,black,good,flat,4747,5242,validated,9/23/16 23:52,yes,1,irrigated_rice,,subsistence,2.5,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,yes,,8/17/15,certified,plus adaptee,20,120,1,350,,,yes,,yes,8,DAP/Urea,18/46,400,yes,videen propanine,no,,yes,videen propanine,12/30/15,1,60,80,shop,,125,market,2/17/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,subsistence,yes,0,8/5/16,8/21/16,120,120,42000,sahel177,pelital,credit,no,,not yet,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
809,809,5243,5079,Validated,Enable,2,9/22/16 21:44,1,rented,0.92,8724,-14.301823333333 | 16.419713333333,Autres,black,good,flat,4776,5243,validated,9/22/16 21:47,yes,1,irrigated_rice,,all_three,2,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,yes,,8/17/15,certified,plus adaptee,20,120,1,350,,,yes,,yes,8,DAP/Urea,18/46,400,yes,videen propanine,no,,yes,videen propanine,12/29/15,1,0,80,shop,,125,market,2/14/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,subsistence,yes,92,8/5/16,8/25/16,120,120,42000,sahel177,pelital,credit,no,,not yet,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
810,810,5244,5080,Validated,Enable,2,11/11/16 13:59,1,owned,1,9154,-14.300746666667 | 16.418341666667,Autres,black,good,flat,4896,5244,validated,9/23/16 23:45,yes,1,irrigated_rice,,subsistence,3,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,yes,,8/16/15,certified,plus adaptee,20,120,1,350,,,yes,,yes,8,DAP/Urea,18/46,400,yes,videen propanine,no,,yes,videen propanine,12/30/15,1,55,80,shop,,125,market,2/16/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,subsistence,yes,1,8/5/16,8/22/16,120,120,42000,sahel177,pelital,credit,no,,not yet,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
811,811,5245,5081,Validated,Enable,2,10/10/16 16:17,1,owned,1,10570,-14.302712618058 | 16.41665257286,Autres,black,good,flat,5187,5245,validated,10/10/16 16:24,yes,1,irrigated_rice,,subsistence,2,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,yes,,8/17/15,certified,plus adaptee,20,120,1,350,,,yes,,yes,8,DAP/Urea,18/46,400,yes,videen propanine,no,,yes,videen propanine,12/30/15,1,0,80,shop,,125,market,2/8/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,subsistence,yes,1,8/5/16,8/20/16,120,120,42000,sahel177,pelital,credit,no,,not yet,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
812,812,5246,3973,Validated,Enable,2,11/20/16 22:01,1,owned,0.4,4014,-14.941716666667 | 16.50153,Autres,black,medium,flat,4748,5246,validated,9/24/16 3:36,yes,,irrigated_rice,,all_three,2,family,0,0,no,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,no,no,8/11/16,traditional,more profitable,5,120,1,300,no,,no,,yes,2,other,18 46 0,125,no,,no,,yes,londox,9/21/16,30,70,40,shop,,600,market,10/21/16,2,no,0,no,0,,yes,1,irrigated_rice,all_three,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,9/19/16,NPK,2,26000,,0000-00-00,,0,0,,,,0,0,,0%,yes,market_garden,Urea,Aspersion,60000,river
813,813,5247,4846,Validated,Enable,3,9/21/16 21:24,1,owned,0.4,4332,-14.940199019177 | 16.501467672568,Autres,black,medium,flat,4749,5247,validated,10/28/16 12:55,yes,,irrigated_rice,,all_three,2,family,0,60000,no,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,no,no,6/2/16,traditional,more profitable,5,120,1,300,no,,no,,yes,2,other,18 46 0,250,no,,no,,yes,Londox,9/21/16,30,50,40,shop,,500,market,10/25/16,2,no,0,no,0,,yes,1,irrigated_rice,all_three,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,8/20/16,NPK,2,26000,,0000-00-00,,0,0,no,,,0,0,,0%,yes,irrigated_rice,Urea,Aspersion,60000,river
814,814,5248,4852,Validated,Enable,2,9/21/16 20:17,1,owned,0,4297,-14.940771714948 | 16.500353995011,Autres,black,good,flat,4750,5248,validated,10/28/16 12:48,yes,,irrigated_rice,,all_three,2,family,0,0,no,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,no,no,7/26/16,traditional,more profitable,5,120,1,300,no,,no,,yes,2,other,18 46 0,300,no,,no,,yes,londox,9/21/16,30,50,40,shop,,500,market,10/21/16,2,no,0,no,0,,yes,,irrigated_rice,all_three,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,9/14/16,NPK,2,26000,,0000-00-00,,0,0,no,,,0,0,,0%,yes,market_garden,NPK/Urea,Aspersion,60000,river
815,815,5249,5090,Validated,Enable,2,9/22/16 23:23,1,rented,0.4,4006,-14.941093333333 | 16.50076,Autres,black,medium,flat,4751,5249,validated,9/22/16 23:24,yes,,irrigated_rice,,all_three,2,family,0,0,no,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,no,no,8/9/16,traditional,more profitable,5,120,1,300,no,,no,,yes,2,other,18 46 0,100,no,,no,,yes,londox,0000-00-00,30,2,40,shop,,500,market,0000-00-00,2,no,0,no,0,,yes,1,irrigated_rice,all_three,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,8/21/16,NPK,2,26000,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,Urea,Aspersion,60000,river
816,816,5250,3824,Validated,Enable,2,9/24/16 3:52,1,owned,0,4248.63,-14.940745 | 16.50278,Autres,black,medium,flat,4752,5250,validated,9/24/16 3:53,yes,,irrigated_rice,,all_three,2,family,0,0,no,no,no,no,no,no,yes,no,no,no,no,no,,no,,,no,no,8/6/16,traditional,more profitable,5,120,1,300,no,,no,,yes,2,other,18 46 0,250,no,,no,,yes,londox,9/21/16,30,50,40,shop,,500,market,11/21/16,2,no,0,no,0,,yes,1,irrigated_rice,all_three,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,9/6/16,NPK,2,26000,,0000-00-00,,0,0,no,,,0,0,,0%,yes,market_garden,Urea,Aspersion,60000,river
817,817,5251,4857,Validated,Enable,2,9/21/16 19:50,1,owned,0,4520,-14.94024453373 | 16.503390435589,Autres,black,medium,flat,4753,5251,validated,9/21/16 19:53,yes,,irrigated_rice,,all_three,2,family,0,0,no,no,no,no,no,no,yes,no,no,no,no,no,,no,,,no,no,7/31/16,traditional,more profitable,5,120,1,300,no,,no,,yes,2,other,18 46 0,500,no,,no,,yes,londox,9/21/16,30,50,40,shop,,500,market,10/24/16,2,no,0,no,0,,yes,1,irrigated_rice,all_three,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,8/31/16,NPK,2,25000,,0000-00-00,,0,0,no,,,0,0,,0%,yes,market_garden,Urea,Aspersion,60000,river
818,818,5252,4848,Validated,Enable,2,9/27/16 4:57,1,family,0.4,3973,-14.941228333333 | 16.502668333333,Autres,black,medium,flat,4754,5252,validated,9/27/16 4:58,yes,,irrigated_rice,,all_three,2,family,0,0,no,no,no,no,no,no,yes,no,no,no,no,no,,no,,,no,no,8/1/16,traditional,more profitable,5,120,1,300,no,,no,,yes,2,other,18 46 0,250,no,,no,,yes,londox,9/21/16,30,50,40,shop,,500,market,10/27/16,2,no,0,no,0,,yes,1,irrigated_rice,all_three,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,9/11/16,NPK,2,26000,,0000-00-00,,0,0,no,,,0,0,,0%,yes,irrigated_rice,Urea,Aspersion,60000,river
819,819,5253,5091,Validated,Enable,2,9/22/16 22:44,1,owned,0.4,3960,-14.942648333333 | 16.503276666667,Autres,black,medium,flat,4755,5253,validated,9/22/16 22:46,yes,,irrigated_rice,,all_three,2,family,0,0,no,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,no,no,8/8/16,traditional,more profitable,5,120,1,300,no,,no,,yes,4,other,18 46 0,500,no,,no,,yes,londox,0000-00-00,30,70,40,shop,,500,market,0000-00-00,2,no,0,no,0,,yes,1,irrigated_rice,all_three,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,8/17/16,NPK,1,26000,no,9/19/16,other,100,26000,no,,,0,0,,0%,yes,market_garden,Urea,Aspersion,60000,river
820,820,5254,4855,Validated,Enable,2,10/28/16 12:45,1,owned,0.4,3840,-14.942392502644 | 16.504801050228,Autres,red,medium,flat,4756,5254,validated,10/28/16 12:46,yes,,irrigated_rice,,all_three,2,family,0,60000,no,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,no,no,7/15/16,traditional,more profitable,5,120,1,300,no,,no,,yes,2,other,18 46 0,500,no,,no,,yes,londox,9/21/16,30,50,40,shop,,500,market,10/23/16,2,no,0,no,0,,yes,1,irrigated_rice,all_three,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,9/16/16,NPK,2,25000,,0000-00-00,,0,0,no,,,0,0,,0%,yes,market_garden,Urea,Aspersion,60000,river
821,821,5255,5092,Validated,Enable,2,9/22/16 22:41,1,owned,0.4,4540,-14.94164 | 16.5045,Autres,black,medium,flat,4757,5255,validated,9/22/16 22:39,yes,,irrigated_rice,,all_three,2,family,0,0,no,no,no,no,no,no,yes,no,no,no,no,no,,no,,,no,no,8/5/16,traditional,more profitable,5,120,1,300,no,,no,,yes,2,other,18 46 0,250,no,,no,,yes,Londox,9/21/16,30,50,40,shop,,500,market,11/4/16,2,no,0,no,0,,yes,1,irrigated_rice,all_three,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,8/11/16,NPK,2,25000,,0000-00-00,,0,0,no,,,0,0,,0%,yes,irrigated_rice,Urea,Aspersion,60000,river
822,822,5257,4487,Validated,Enable,2,10/13/16 16:24,4,family,0.96,9627,-14.295736961644 | 16.409907042602,Autres,yellow,good,sloped,4761,5257,validated,10/13/16 16:07,yes,3,other,onion,all_three,1,paid,3,35000,yes,yes,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,2/12/16,certified,good,15,2.5,1,125000,no,,no,,yes,6,NPK/Urea,10  10  20 9  23 30  uree,300,no,,no,,yes,besgram,5/25/16,2,30,40,silo,rooms,400,market,7/20/16,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,96000,river
823,823,5258,4486,Validated,Enable,2,9/22/16 16:53,2,family,1,9837,-14.295409849866 | 16.410666495974,Autres,black,medium,,4762,5258,validated,9/22/16 16:54,yes,2,irrigated_rice,,all_three,0,paid,10,3000,yes,yes,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,4/15/16,certified,good,15,120,1,42000,no,,no,,yes,8,DAP/Urea,,400,no,,no,,yes,Samory,7/28/16,13,5,80,silo,,400,farm_gate,9/20/16,0,no,0,no,0,not_at_all,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,,,100000,river
824,824,5259,4485,Validated,Enable,2,9/30/16 15:38,4,family,0.97,8817,-14.295113464616 | 16.411215029073,Autres,mixed,good,flat,4763,5259,validated,9/30/16 15:39,yes,4,irrigated_rice,,all_three,4,paid,7,5000,yes,yes,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,4/10/16,certified,good,15,120,1,42000,no,manual,no,,yes,8,DAP/Urea,18  46  00   uree,400,no,,no,,yes,propalen,7/20/16,10,50,80,silo,,2560,market,9/15/16,1,no,0,no,0,not_at_all,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,97000,river
825,825,5260,4484,Validated,Enable,2,9/23/16 22:46,3,family,0.97,9049,-14.294705 | 16.412081666667,Autres,yellow,good,flat,4764,5260,validated,9/23/16 22:52,yes,3,irrigated_rice,,all_three,1,paid,10,3500,yes,yes,no,no,no,no,no,no,no,no,yes,no,,no,horse,,,,4/10/16,certified,good,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18  46  00  uree,400,no,,no,,yes,Samory,7/20/16,10,15,80,silo,,1200,market,10/20/16,0,no,0,no,0,not_at_all,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,97000,river
826,826,5261,4483,Validated,Enable,2,10/28/16 9:28,3,family,0.99,9823,-14.294012376652 | 16.411981593412,Autres,black,medium,flat,4765,5261,validated,10/28/16 9:26,yes,3,irrigated_rice,,all_three,3.2,paid,10,4000,yes,no,yes,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,3/20/16,certified,good,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18  46  00,400,no,,no,,yes,Samory,7/25/16,10,40,60,other,under_sun,2400,market,8/30/16,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,99000,river
827,827,5262,4482,Validated,Enable,2,9/22/16 14:55,4,family,0.95,9234,-14.29362000529 | 16.412569626029,Autres,yellow,medium,,4766,5262,validated,9/22/16 14:57,yes,4,irrigated_rice,,all_three,4.8,gifted,7,95000,yes,yes,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,3/20/16,certified,good,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18 46 0o uree,400,no,,no,,yes,Samory,7/15/16,15,60,80,silo,,2400,market,8/20/16,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,95000,river
