coop_name,coop_size,gender_nanmean,gender_nanmedian,gender_N,age_nanmean,age_nanmedian,age_N,years_farming_nanmean,years_farming_nanmedian,years_farming_N,num_wives_nanmean,num_wives_nanmedian,num_wives_N,wife_trades_nanmean,wife_trades_nanmedian,wife_trades_N,wife_food_crops_nanmean,wife_food_crops_nanmedian,wife_food_crops_N,wife_crafts_nanmean,wife_crafts_nanmedian,wife_crafts_N,num_children_nanmean,num_children_nanmedian,num_children_N,num_young_children_nanmean,num_young_children_nanmedian,num_young_children_N,num_older_children_nanmean,num_older_children_nanmedian,num_older_children_N,num_children_in_school_nanmean,num_children_in_school_nanmedian,num_children_in_school_N,children_working_nanmean,children_working_nanmedian,children_working_N,housing_material_nanmean,housing_material_nanmedian,housing_material_N,access_electricity_nanmean,access_electricity_nanmedian,access_electricity_N,access_drinking_water_nanmean,access_drinking_water_nanmedian,access_drinking_water_N,access_healthcare_nanmean,access_healthcare_nanmedian,access_healthcare_N,wants_credit_nanmean,wants_credit_nanmedian,wants_credit_N,credit_from_coop_nanmean,credit_from_coop_nanmedian,credit_from_coop_N,credit_from_third_party_nanmean,credit_from_third_party_nanmedian,credit_from_third_party_N,credit_from_bank_nanmean,credit_from_bank_nanmedian,credit_from_bank_N,has_loan_nanmean,has_loan_nanmedian,has_loan_N,loan_amount_nanmean,loan_amount_nanmedian,loan_amount_N,loan_rate_nanmean,loan_rate_nanmedian,loan_rate_N,has_bridge_loan_nanmean,has_bridge_loan_nanmedian,has_bridge_loan_N,bridge_loan_amount_nanmean,bridge_loan_amount_nanmedian,bridge_loan_amount_N,pledged_output_nanmean,pledged_output_nanmedian,pledged_output_N,wants_bridge_loan_nanmean,wants_bridge_loan_nanmedian,wants_bridge_loan_N,wants_bridge_loan_amount_nanmean,wants_bridge_loan_amount_nanmedian,wants_bridge_loan_amount_N,input_use_nanmean,input_use_nanmedian,input_use_N,input_cost_nanmean,input_cost_nanmedian,input_cost_N,inputs_useful_nanmean,inputs_useful_nanmedian,inputs_useful_N,interest_use_inputs_nanmean,interest_use_inputs_nanmedian,interest_use_inputs_N,interest_insurance_nanmean,interest_insurance_nanmedian,interest_insurance_N,use_ag_services_nanmean,use_ag_services_nanmedian,use_ag_services_N,ag_services_quality_nanmean,ag_services_quality_nanmedian,ag_services_quality_N,ag_services_frequency_nanmean,ag_services_frequency_nanmedian,ag_services_frequency_N,interest_ag_services_nanmean,interest_ag_services_nanmedian,interest_ag_services_N,last_price_nanmean,last_price_nanmedian,last_price_N,num_plots_nanmean,num_plots_nanmedian,num_plots_N,total_ha_nanmean,total_ha_nanmedian,total_ha_N,fraction_in_school_nanmean,fraction_in_school_nanmedian,fraction_in_school_N,fraction_in_school_binned_nanmean,fraction_in_school_binned_nanmedian,fraction_in_school_binned_N,num_older_children_binned_nanmean,num_older_children_binned_nanmedian,num_older_children_binned_N,num_young_children_binned_nanmean,num_young_children_binned_nanmedian,num_young_children_binned_N,income_nanmean,income_nanmedian,income_N,nonzero_income_nanmean,nonzero_income_nanmedian,nonzero_income_N,income_binned_nanmean,income_binned_nanmedian,income_binned_N,num_plots_binned_nanmean,num_plots_binned_nanmedian,num_plots_binned_N,years_farming_binned_nanmean,years_farming_binned_nanmedian,years_farming_binned_N,age_binned_nanmean,age_binned_nanmedian,age_binned_N,num_children_binned_nanmean,num_children_binned_nanmedian,num_children_binned_N,num_wives_binned_nanmean,num_wives_binned_nanmedian,num_wives_binned_N,education_level_binned_nanmean,education_level_binned_nanmedian,education_level_binned_N,wife_roles_nanmean,wife_roles_nanmedian,wife_roles_N,creditworthy_nanmean,creditworthy_nanmedian,creditworthy_N
Section Villageoise 9,14,0.07142857142857142,0.0,14.0,42.357142857142854,42.5,14.0,18.285714285714285,20.5,14.0,0.7857142857142857,1.0,14,0.21428571428571427,0,14,0.0,0,14,0.0,0,14,4.285714285714286,4.5,14.0,1.2142857142857142,1.0,14,2.0,1.5,14,1.7142857142857142,2.0,14,1.9,2.0,10.0,1.5714285714285714,2.0,14.0,0.9285714285714286,1.0,14.0,2.0,2.0,14.0,1.0714285714285714,1.0,14.0,3.0714285714285716,3.0,14.0,0.5,0.5,14.0,0.9285714285714286,1.0,14.0,1.5714285714285714,2.0,14.0,1.0,1.0,14.0,501788.46153846156,520000.0,13.0,5.571428571428571,5.0,14.0,6857.142857142857,0.0,14.0,7857.142857142857,0,14,0.5714285714285714,0.0,14.0,1.0,1.0,14.0,125571.42857142857,150000.0,14.0,4.0,4.0,14.0,132672.5,120280.0,14.0,1.3571428571428572,1.0,14.0,1.2857142857142858,1.0,14.0,1.3571428571428572,1.0,14.0,1.2142857142857142,1.0,14.0,1.2857142857142858,1.0,14.0,3.5714285714285716,4.0,14.0,1.0714285714285714,1.0,14.0,117.38461538461539,123.0,13.0,3.6153846153846154,3.0,13.0,1.7192857142857143,1.67,14.0,0.3827380952380952,0.5,12.0,1.75,2.0,12.0,0.7857142857142857,1.0,14.0,0.7857142857142857,1.0,14.0,266785.71428571426,167500.0,14.0,287307.6923076923,200000.0,13.0,1.7857142857142858,1.5,14.0,1.4615384615384615,1.0,13.0,1.6428571428571428,2.0,14.0,1.7857142857142858,2.0,14.0,0.7142857142857143,1.0,14.0,0.7857142857142857,1.0,14.0,0.5,0.5,14.0,0.3,0.0,10.0,1.0,1.0,14.0
Section Villageoise 8,24,0.125,0.0,24.0,46.458333333333336,48.5,24.0,19.416666666666668,20.0,24.0,1.2916666666666667,1.0,24,0.3333333333333333,0,24,0.2916666666666667,0,24,0.0,0,24,5.333333333333333,5.0,24.0,1.25,1.0,24,2.5,2.0,24,2.8333333333333335,2.0,24,2.590909090909091,2.0,22.0,1.4166666666666667,1.0,24.0,1.0,1.0,24.0,2.0,2.0,24.0,1.1666666666666667,1.0,24.0,2.9166666666666665,3.0,24.0,0.8333333333333334,1.0,24.0,0.9583333333333334,1.0,24.0,1.375,1.0,24.0,1.0,1.0,23.0,608457.1428571428,633750.0,21.0,6.333333333333333,7.0,24.0,29522.916666666668,20000.0,24.0,32916.666666666664,22500,24,0.875,1.0,24.0,0.875,1.0,24.0,78083.33333333333,21000.0,24.0,3.7083333333333335,4.0,24.0,98205.0,70900.0,20.0,1.5416666666666667,2.0,24.0,1.5833333333333333,2.0,24.0,1.75,2.0,24.0,1.5,2.0,24.0,1.25,1.0,24.0,3.4782608695652173,4.0,23.0,1.625,2.0,24.0,124.625,125.0,24.0,4.5,4.0,24.0,1.9779166666666665,2.0,24.0,0.4861482720178372,0.5,23.0,2.0434782608695654,2.0,23.0,1.0416666666666667,1.0,24.0,0.875,1.0,24.0,522541.6666666667,496000.0,24.0,545260.8695652174,500000.0,23.0,2.5416666666666665,3.0,24.0,1.5416666666666667,2.0,24.0,1.8333333333333333,2.0,24.0,2.0833333333333335,2.0,24.0,0.875,1.0,24.0,1.2083333333333333,1.0,24.0,0.7916666666666666,1.0,24.0,0.7142857142857143,1.0,21.0,1.0,1.0,23.0
Section V 3,11,0.0,0.0,11.0,38.36363636363637,39.0,11.0,14.363636363636363,15.0,11.0,1.1818181818181819,1.0,11,0.18181818181818182,0,11,0.18181818181818182,0,11,0.0,0,11,4.090909090909091,4.0,11.0,2.0,2.0,11,1.5454545454545454,2.0,11,2.272727272727273,2.0,11,1.75,1.0,8.0,1.6363636363636365,2.0,11.0,1.0,1.0,11.0,2.0,2.0,11.0,1.1818181818181819,1.0,11.0,2.8181818181818183,3.0,11.0,0.2727272727272727,0.0,11.0,1.0,1.0,11.0,2.0,2.0,11.0,1.0,1.0,10.0,429361.1111111111,357500.0,9.0,5.0,5.0,11.0,0.0,0.0,11.0,0.0,0,11,0.09090909090909091,0.0,11.0,1.0,1.0,11.0,166818.18181818182,150000.0,11.0,4.0,4.0,11.0,123762.72727272728,115000.0,11.0,1.0,1.0,11.0,1.0,1.0,11.0,1.2727272727272727,1.0,11.0,1.0,1.0,11.0,1.1818181818181819,1.0,11.0,4.0,4.0,11.0,1.0909090909090908,1.0,11.0,117.45454545454545,125.0,11.0,3.272727272727273,3.0,11.0,1.276090909090909,1.14,11.0,0.37809523809523815,0.41666666666666663,10.0,1.8,2.0,10.0,0.8181818181818182,1.0,11.0,1.0,1.0,11.0,153836.36363636365,145000.0,11.0,241742.85714285713,175000.0,7.0,1.1818181818181819,1.0,11.0,1.2727272727272727,1.0,11.0,1.0909090909090908,1.0,11.0,1.4545454545454546,1.0,11.0,0.6363636363636364,1.0,11.0,1.1818181818181819,1.0,11.0,0.36363636363636365,0.0,11.0,0.3,0.0,10.0,1.0,1.0,10.0
Section Villageoise 1,155,0.09740259740259741,0.0,154.0,46.2108843537415,46.0,147.0,22.56774193548387,21.0,155.0,0.9870967741935484,1.0,155,0.1935483870967742,0,155,0.01935483870967742,0,155,0.0,0,155,3.509677419354839,3.0,155.0,1.903225806451613,0.0,155,1.6258064516129032,1.0,155,1.8258064516129033,1.0,155,1.346774193548387,1.0,124.0,1.7651515151515151,2.0,132.0,0.8766233766233766,1.0,154.0,1.9610389610389611,2.0,154.0,0.8496732026143791,1.0,153.0,3.3666666666666667,3.0,150.0,0.863013698630137,0.0,146.0,0.656934306569343,1.0,137.0,1.1735537190082646,1.0,121.0,0.6885245901639344,1.0,122.0,350861.0487804878,350000.0,82.0,5.862068965517241,6.0,116.0,26380.645161290322,7500.0,155.0,17845.16129032258,0,155,0.03669724770642202,0.0,109.0,0.7476635514018691,1.0,107.0,52480.645161290326,1500.0,155.0,3.9727891156462585,4.0,147.0,35793.8431372549,10000.0,153.0,1.3448275862068966,1.0,145.0,1.4965034965034965,2.0,143.0,1.662162162162162,2.0,148.0,0.5142857142857142,0.0,140.0,0.8230088495575221,1.0,113.0,2.0543478260869565,1.0,92.0,0.4774774774774775,0.0,111.0,110.65806451612903,120.0,155.0,2.6862745098039214,2.0,153.0,1.5157677419354838,1.24,155.0,0.41174905341572016,0.4,117.0,1.7179487179487178,2.0,117.0,0.6967741935483871,1.0,155.0,0.49032258064516127,0.0,155.0,464333.3333333333,250000.0,150.0,595299.1452991453,400000.0,117.0,1.88,2.0,150.0,1.0,1.0,153.0,1.793548387096774,2.0,155.0,2.1700680272108843,2.0,147.0,0.5483870967741935,0.0,155.0,0.9612903225806452,1.0,155.0,0.5472972972972973,1.0,148.0,0.23577235772357724,0.0,123.0,0.84,1.0,100.0
Section V 2,31,0.06451612903225806,0.0,31.0,43.74193548387097,43.0,31.0,16.129032258064516,15.0,31.0,0.9354838709677419,1.0,31,0.12903225806451613,0,31,0.06451612903225806,0,31,0.0,0,31,4.161290322580645,4.0,31.0,0.9032258064516129,1.0,31,1.5483870967741935,2.0,31,2.064516129032258,1.0,31,1.0476190476190477,0.0,21.0,1.6774193548387097,2.0,31.0,0.8709677419354839,1.0,31.0,2.0,2.0,31.0,1.064516129032258,1.0,31.0,2.838709677419355,3.0,31.0,0.16129032258064516,0.0,31.0,0.967741935483871,1.0,31.0,1.903225806451613,2.0,31.0,0.9333333333333333,1.0,30.0,418535.71428571426,380250.0,28.0,5.068965517241379,5.0,29.0,0.0,0.0,31.0,0.16129032258064516,0,31,0.0967741935483871,0.0,31.0,0.967741935483871,1.0,31.0,162258.06451612903,150000.0,31.0,3.967741935483871,4.0,31.0,103052.03333333334,101538.0,30.0,1.032258064516129,1.0,31.0,1.032258064516129,1.0,31.0,1.2903225806451613,1.0,31.0,1.0,1.0,31.0,1.1612903225806452,1.0,31.0,3.935483870967742,4.0,31.0,1.064516129032258,1.0,31.0,113.3225806451613,109.0,31.0,2.5161290322580645,2.0,31.0,1.213225806451613,1.14,31.0,0.4038011695906433,0.3333333333333333,25.0,1.72,2.0,25.0,0.6451612903225806,1.0,31.0,0.6129032258064516,1.0,31.0,231709.67741935485,178000.0,31.0,266037.037037037,195000.0,27.0,1.6451612903225807,2.0,31.0,1.0,1.0,31.0,1.2903225806451613,1.0,31.0,1.903225806451613,2.0,31.0,0.6129032258064516,1.0,31.0,0.9354838709677419,1.0,31.0,0.3548387096774194,0.0,31.0,0.20833333333333334,0.0,24.0,1.0,1.0,28.0
Section Villageoise 10,18,0.05555555555555555,0.0,18.0,42.22222222222222,40.5,18.0,16.055555555555557,16.0,18.0,1.1111111111111112,1.0,18,0.2222222222222222,0,18,0.1111111111111111,0,18,0.0,0,18,3.2222222222222223,2.0,18.0,1.1666666666666667,1.0,18,1.3888888888888888,1.0,18,1.5,1.5,18,1.2666666666666666,1.0,15.0,1.6111111111111112,2.0,18.0,0.9444444444444444,1.0,18.0,2.0,2.0,18.0,1.1111111111111112,1.0,18.0,2.8333333333333335,3.0,18.0,0.3888888888888889,0.0,18.0,1.0,1.0,18.0,1.9444444444444444,2.0,18.0,0.9375,1.0,16.0,395041.6666666667,390000.0,12.0,5.125,5.0,16.0,2777.777777777778,0.0,18.0,3333.3333333333335,0,18,0.16666666666666666,0.0,18.0,0.8888888888888888,1.0,18.0,140277.77777777778,150000.0,18.0,3.888888888888889,4.0,18.0,97050.22222222222,83160.0,18.0,1.0,1.0,18.0,1.0555555555555556,1.0,18.0,1.4444444444444444,1.0,18.0,1.1111111111111112,1.0,18.0,1.2777777777777777,1.0,18.0,3.7777777777777777,4.0,18.0,1.0555555555555556,1.0,18.0,114.44444444444444,109.0,18.0,3.1666666666666665,2.0,18.0,1.4094444444444443,1.2,18.0,0.48087301587301584,0.5,15.0,2.0,2.0,15.0,0.6666666666666666,1.0,18.0,0.7222222222222222,1.0,18.0,244388.88888888888,175000.0,18.0,274937.5,180000.0,16.0,1.6666666666666667,2.0,18.0,1.0555555555555556,1.0,18.0,1.2777777777777777,1.0,18.0,1.7777777777777777,2.0,18.0,0.4444444444444444,0.0,18.0,1.1111111111111112,1.0,18.0,0.4444444444444444,0.0,18.0,0.4,0.0,15.0,1.0,1.0,15.0
AL WADE,17,0.17647058823529413,0.0,17.0,42.88235294117647,42.0,17.0,18.470588235294116,19.0,17.0,0.8823529411764706,1.0,17,0.6470588235294118,1,17,0.058823529411764705,0,17,0.0,0,17,5.9411764705882355,6.0,17.0,1.5294117647058822,1.0,17,2.411764705882353,2.0,17,2.1176470588235294,2.0,17,2.3125,3.5,16.0,1.7647058823529411,2.0,17.0,1.0,1.0,17.0,2.0,2.0,17.0,1.411764705882353,1.0,17.0,2.8823529411764706,3.0,17.0,0.47058823529411764,0.0,17.0,1.0588235294117647,1.0,17.0,1.9411764705882353,2.0,17.0,0.9285714285714286,1.0,14.0,557375.0,567500.0,12.0,5.0,5.0,14.0,0.0,0.0,17.0,0.0,0,17,0.23529411764705882,0.0,17.0,1.0,1.0,17.0,233823.5294117647,250000.0,17.0,4.0,4.0,17.0,147447.64705882352,125000.0,17.0,1.1176470588235294,1.0,17.0,1.1176470588235294,1.0,17.0,1.8823529411764706,2.0,17.0,1.0,1.0,17.0,1.5294117647058822,2.0,17.0,3.9411764705882355,4.0,17.0,1.25,1.0,16.0,119.70588235294117,125.0,17.0,3.7058823529411766,4.0,17.0,1.6500000000000001,1.5,17.0,0.3482726423902895,0.2857142857142857,17.0,1.411764705882353,1.0,17.0,0.9411764705882353,1.0,17.0,0.7058823529411765,1.0,17.0,298447.0588235294,179000.0,17.0,362400.0,211500.0,14.0,1.7647058823529411,2.0,17.0,1.5294117647058822,2.0,17.0,1.5294117647058822,2.0,17.0,1.8235294117647058,2.0,17.0,1.0,1.0,17.0,0.8823529411764706,1.0,17.0,0.4117647058823529,0.0,17.0,0.9230769230769231,1.0,13.0,1.0,1.0,13.0
Section Villageoise 5,20,0.15,0.0,20.0,50.2,52.5,20.0,18.25,17.5,20.0,1.15,1.0,20,0.35,0,20,0.0,0,20,0.0,0,20,5.15,4.5,20.0,1.1,1.0,20,2.3,2.0,20,3.1,2.0,20,2.4615384615384617,2.0,13.0,1.8421052631578947,2.0,19.0,0.95,1.0,20.0,2.0,2.0,20.0,1.4,1.0,20.0,2.95,3.0,20.0,0.4,0.0,20.0,1.0,1.0,20.0,1.85,2.0,20.0,0.95,1.0,20.0,426484.375,348875.0,16.0,5.166666666666667,5.0,18.0,362.5,0.0,20.0,500.0,0,20,0.3,0.0,20.0,0.9,1.0,20.0,130625.0,125000.0,20.0,4.0,4.0,20.0,104676.75,92140.0,20.0,1.05,1.0,20.0,1.1,1.0,20.0,1.6,2.0,20.0,0.95,1.0,20.0,1.35,1.0,20.0,3.75,4.0,20.0,1.05,1.0,20.0,117.95,125.0,20.0,3.1052631578947367,2.0,19.0,1.569,1.325,20.0,0.5044817927170868,0.5,17.0,1.8823529411764706,2.0,17.0,0.8,1.0,20.0,0.6,1.0,20.0,359200.0,242500.0,20.0,399111.1111111111,262500.0,18.0,1.85,2.0,20.0,1.105263157894737,1.0,19.0,1.6,1.5,20.0,2.6,3.0,20.0,0.85,1.0,20.0,1.15,1.0,20.0,0.55,1.0,20.0,0.4666666666666667,0.0,15.0,1.0,1.0,19.0
MAME BARKA MBAYE,8,0.0,0.0,8.0,49.875,48.0,8.0,23.5,22.0,8.0,1.25,1.0,8,0.125,0,8,0.0,0,8,0.0,0,8,6.375,6.0,8.0,0.375,0.0,8,2.375,2.5,8,2.25,2.0,8,2.0,2.0,6.0,1.75,2.0,8.0,1.0,1.0,8.0,2.0,2.0,8.0,1.125,1.0,8.0,3.0,3.0,8.0,0.25,0.0,8.0,1.0,1.0,8.0,2.0,2.0,8.0,1.0,1.0,6.0,403000.0,320125.0,4.0,5.0,5.0,8.0,0.0,0.0,8.0,0.0,0,8,0.25,0.0,8.0,0.875,1.0,8.0,173750.0,150000.0,8.0,4.0,4.0,8.0,136875.125,115960.5,8.0,1.0,1.0,8.0,1.0,1.0,8.0,1.25,1.0,8.0,0.875,1.0,8.0,1.25,1.0,8.0,3.875,4.0,8.0,1.0,1.0,8.0,112.875,109.0,8.0,4.75,5.0,8.0,2.0462499999999997,2.1849999999999996,8.0,0.42653061224489797,0.5,7.0,2.0,2.0,7.0,0.75,1.0,8.0,0.25,0.0,8.0,271875.0,217500.0,8.0,310714.28571428574,250000.0,7.0,1.75,2.0,8.0,1.75,2.0,8.0,1.625,2.0,8.0,2.5,2.5,8.0,0.75,1.0,8.0,1.125,1.0,8.0,0.5,0.5,8.0,0.14285714285714285,0.0,7.0,1.0,1.0,6.0
SILMAKHA 3,23,0.043478260869565216,0.0,23.0,46.0,48.0,23.0,19.956521739130434,20.0,23.0,1.2173913043478262,1.0,23,0.43478260869565216,0,23,0.043478260869565216,0,23,0.0,0,23,6.260869565217392,6.0,23.0,1.173913043478261,1.0,23,2.608695652173913,3.0,23,2.9130434782608696,2.0,23,2.6666666666666665,4.0,18.0,1.6956521739130435,2.0,23.0,0.9565217391304348,1.0,23.0,1.9565217391304348,2.0,23.0,1.3043478260869565,1.0,23.0,2.9565217391304346,3.0,23.0,0.34782608695652173,0.0,23.0,0.9565217391304348,1.0,23.0,2.0,2.0,23.0,1.0,1.0,20.0,476960.5263157895,438750.0,19.0,5.0,5.0,23.0,0.0,0.0,23.0,0.0,0,23,0.34782608695652173,0.0,23.0,0.9130434782608695,1.0,23.0,181590.9090909091,150000.0,22.0,4.0,4.0,23.0,115090.26086956522,103000.0,23.0,1.0,1.0,23.0,1.0,1.0,23.0,1.4782608695652173,1.0,23.0,1.0434782608695652,1.0,23.0,1.4782608695652173,1.0,23.0,3.9130434782608696,4.0,23.0,1.0869565217391304,1.0,23.0,117.91304347826087,125.0,23.0,3.1739130434782608,3.0,23.0,1.463913043478261,1.22,23.0,0.4504675039872409,0.45,20.0,1.9,2.0,20.0,0.9130434782608695,1.0,23.0,0.6956521739130435,1.0,23.0,209616.08695652173,181000.0,23.0,253745.7894736842,200000.0,19.0,1.565217391304348,2.0,23.0,1.173913043478261,1.0,23.0,1.6956521739130435,2.0,23.0,2.0,2.0,23.0,1.0434782608695652,1.0,23.0,1.1304347826086956,1.0,23.0,0.30434782608695654,0.0,23.0,0.5789473684210527,1.0,19.0,1.0,1.0,20.0
Section V 6,9,0.0,0.0,9.0,55.888888888888886,59.0,9.0,24.444444444444443,27.0,9.0,1.7777777777777777,2.0,9,0.3333333333333333,0,9,0.2222222222222222,0,9,0.0,0,9,9.333333333333334,9.0,9.0,1.1111111111111112,0.0,9,2.4444444444444446,2.0,9,4.777777777777778,5.0,9,2.7142857142857144,2.0,7.0,1.75,2.0,8.0,1.0,1.0,9.0,2.0,2.0,9.0,1.3333333333333333,1.0,9.0,3.0,3.0,8.0,0.375,0.0,8.0,1.0,1.0,8.0,2.0,2.0,8.0,1.0,1.0,5.0,499700.0,425000.0,5.0,5.0,5.0,9.0,0.0,0.0,9.0,0.0,0,9,0.1111111111111111,0.0,9.0,1.0,1.0,9.0,247777.77777777778,200000.0,9.0,4.0,4.0,9.0,131966.66666666666,75000.0,9.0,1.0,1.0,8.0,1.0,1.0,8.0,1.4444444444444444,1.0,9.0,1.0,1.0,9.0,1.2222222222222223,1.0,9.0,4.0,4.0,9.0,1.0,1.0,9.0,121.22222222222223,125.0,9.0,5.555555555555555,5.0,9.0,2.1655555555555557,2.27,9.0,0.43601290684624017,0.5555555555555556,9.0,1.5555555555555556,2.0,9.0,0.8888888888888888,1.0,9.0,0.4444444444444444,0.0,9.0,208111.11111111112,250000.0,9.0,267571.4285714286,250000.0,7.0,1.5555555555555556,2.0,9.0,1.7777777777777777,2.0,9.0,2.2222222222222223,2.0,9.0,3.2222222222222223,3.0,9.0,1.6666666666666667,2.0,9.0,1.5555555555555556,2.0,9.0,0.2222222222222222,0.0,9.0,0.5555555555555556,1.0,9.0,1.0,1.0,5.0
AND DAAN SA DOOLE,21,0.0,0.0,21.0,43.95238095238095,49.0,21.0,14.714285714285714,14.0,21.0,1.0,1.0,21,0.19047619047619047,0,21,0.0,0,21,0.0,0,21,4.619047619047619,5.0,21.0,0.6190476190476191,0.0,21,1.8571428571428572,0.0,21,2.619047619047619,2.0,21,2.230769230769231,4.0,13.0,1.6666666666666667,2.0,21.0,0.9523809523809523,1.0,21.0,2.0,2.0,21.0,1.380952380952381,1.0,21.0,3.0476190476190474,3.0,21.0,0.8,1.0,20.0,1.05,1.0,20.0,1.7619047619047619,2.0,21.0,0.9411764705882353,1.0,17.0,435571.4285714286,436875.0,14.0,5.8,5.0,20.0,12857.142857142857,0.0,21.0,6428.571428571428,0,21,0.6190476190476191,0.0,21.0,1.0,1.0,21.0,185666.66666666666,150000.0,21.0,3.9,4.0,20.0,103728.57142857143,67730.0,21.0,1.2380952380952381,1.0,21.0,1.1428571428571428,1.0,21.0,1.5238095238095237,2.0,21.0,1.2380952380952381,1.0,21.0,1.2857142857142858,1.0,21.0,3.619047619047619,4.0,21.0,1.2380952380952381,1.0,21.0,114.42857142857143,109.0,21.0,3.5789473684210527,4.0,19.0,1.4793333333333334,1.3,15.0,0.4581787260358689,0.4772727272727273,14.0,1.7857142857142858,2.0,14.0,0.6190476190476191,0.0,21.0,0.42857142857142855,0.0,21.0,238500.0,237500.0,20.0,265000.0,250000.0,18.0,1.9,2.0,20.0,1.3157894736842106,2.0,19.0,1.1428571428571428,1.0,21.0,1.9523809523809523,2.0,21.0,0.7619047619047619,1.0,21.0,1.0,1.0,21.0,0.7142857142857143,1.0,21.0,0.25,0.0,16.0,1.0,1.0,16.0
BOKK XALAAT,7,0.0,0.0,7.0,46.42857142857143,42.0,7.0,19.0,15.0,7.0,1.0,1.0,7,0.7142857142857143,1,7,0.14285714285714285,0,7,0.0,0,7,4.428571428571429,5.0,7.0,2.2857142857142856,2.0,7,1.8571428571428572,2.0,7,2.2857142857142856,2.0,7,2.0,2.0,6.0,1.7142857142857142,2.0,7.0,0.8571428571428571,1.0,7.0,2.0,2.0,7.0,1.7142857142857142,2.0,7.0,3.0,3.0,7.0,0.8571428571428571,1.0,7.0,1.0,1.0,7.0,2.0,2.0,7.0,1.0,1.0,6.0,401500.0,387500.0,6.0,5.0,5.0,7.0,0.0,0.0,7.0,0.0,0,7,0.8571428571428571,1.0,7.0,1.0,1.0,7.0,133571.42857142858,130000.0,7.0,4.0,4.0,7.0,118857.14285714286,110000.0,7.0,1.1428571428571428,1.0,7.0,1.0,1.0,7.0,1.8571428571428572,2.0,7.0,1.0,1.0,7.0,1.7142857142857142,2.0,7.0,4.0,4.0,7.0,1.1428571428571428,1.0,7.0,122.42857142857143,125.0,7.0,3.0,3.0,7.0,1.4085714285714288,1.23,7.0,0.5047619047619047,0.5,7.0,2.4285714285714284,2.0,7.0,0.8571428571428571,1.0,7.0,1.0,1.0,7.0,369285.71428571426,320000.0,7.0,369285.71428571426,320000.0,7.0,2.2857142857142856,2.0,7.0,1.1428571428571428,1.0,7.0,1.4285714285714286,1.0,7.0,2.2857142857142856,2.0,7.0,0.8571428571428571,1.0,7.0,1.0,1.0,7.0,0.5714285714285714,1.0,7.0,0.8571428571428571,1.0,7.0,1.0,1.0,6.0
Section Villageoise 4,20,0.0,0.0,20.0,36.35,34.0,20.0,12.8,10.5,20.0,0.75,1.0,20,0.3,0,20,0.0,0,20,0.0,0,20,3.3,2.5,20.0,1.2,1.0,20,1.3,0.0,20,1.8,0.0,20,1.3333333333333333,0.0,15.0,1.55,2.0,20.0,0.9,1.0,20.0,2.0,2.0,20.0,1.15,1.0,20.0,3.0,3.0,20.0,0.8,1.0,20.0,1.05,1.0,20.0,1.65,2.0,20.0,0.9411764705882353,1.0,17.0,480933.3333333333,420000.0,15.0,5.315789473684211,5.0,19.0,12500.0,0.0,20.0,10500.0,0,20,0.7368421052631579,1.0,19.0,0.8,1.0,20.0,131500.0,112500.0,20.0,3.9,4.0,20.0,86671.5,80000.0,20.0,1.4,1.0,20.0,1.35,1.0,20.0,1.75,2.0,20.0,1.35,1.0,20.0,1.5,1.5,20.0,3.7,4.0,20.0,1.5,1.5,20.0,117.6,125.0,20.0,3.1666666666666665,2.0,18.0,1.4753846153846157,1.17,13.0,0.46176739926739924,0.41666666666666663,12.0,1.75,2.0,12.0,0.5,0.0,20.0,0.55,1.0,20.0,215950.0,225000.0,20.0,254058.82352941178,250000.0,17.0,1.65,2.0,20.0,1.0555555555555556,1.0,18.0,0.9,1.0,20.0,1.2,1.0,20.0,0.5,0.0,20.0,0.75,1.0,20.0,0.75,1.0,20.0,0.5,0.5,12.0,1.0,1.0,16.0
