id,village_id,validation_status,accuracy,farmerDate,coop_name,gender,age,years_farming,education_level,num_wives,wife_trades,wife_food_crops,wife_crafts,num_children,num_young_children,num_older_children,num_children_in_school,children_working,income,transportation,housing_material,access_electricity,access_drinking_water,access_healthcare,wants_credit,credit_from_coop,credit_from_third_party,credit_from_bank,loan_amount,loan_rate,has_bridge_loan,bridge_loan_amount,pledged_output,wants_bridge_loan,wants_bridge_loan_amount,input_use,input_cost,inputs_useful,interest_use_inputs,interest_insurance,use_ag_services,ag_services_quality,ag_services_frequency,interest_ag_services,buyer_type,last_price,num_plots,total_ha,main_crop,secondary_crop,has_loan,valid_children,fraction_in_school,coop_id,fraction_in_school_binned,income_binned,num_plots_binned,years_farming_binned,age_binned,num_children_binned,num_older_children_binned,num_young_children_binned,num_wives_binned,education_level_binned,wife_roles,creditworthy,nonzero_income,plot_list
3774,423,Validated,2,2016-12-27 13:08:00,Section Villageoise 7,0.0,43.0,22.0,Secondaire,1,0,0,0,5.0,0,0,0,0.0,175000.0,VElo,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,357500.0,5.0,0.0,0,0.0,1.0,150000.0,4.0,89730.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,merchant,109.0,2.0,1.1,IRice,garden,1.0,True,0.0,38,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,175000.0,[7871]
3775,423,Validated,2,2016-12-27 13:08:00,Section V 2,0.0,47.0,21.0,Non AlphabEtisE,1,0,0,0,4.0,1,3,3,2.0,0.0,Moto/Mobylette,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,390000.0,5.0,0.0,0,0.0,1.0,150000.0,4.0,125000.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,merchant,108.0,2.0,1.2,IRice,garden,1.0,True,0.75,28,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,[7110]
3798,423,Validated,2,2016-12-27 13:08:00,Section V 6,0.0,59.0,22.0,Non AlphabEtisE,3,1,0,0,11.0,3,3,3,2.0,450000.0,Moto/Mobylette,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,737750.0,5.0,0.0,0,0.0,1.0,150000.0,4.0,232460.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0,market,125.0,7.0,2.27,IRice,garden,1.0,True,0.2727272727272727,34,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,450000.0,"[7880, 7881]"
3799,423,Validated,2,2016-12-27 13:08:00,AND DAAN SA DOOLE,0.0,49.0,24.0,Primaire,1,1,0,0,6.0,2,3,3,4.0,450000.0,VElo,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,,,0.0,0,0.0,1.0,175000.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,1.0,merchant,125.0,2.0,1.3,IRice,garden,0.0,True,0.5,35,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,450000.0,[4931]
3911,423,Validated,3,2016-12-27 13:08:00,Section Villageoise 10,0.0,39.0,21.0,Primaire,1,1,0,0,3.0,2,1,1,0.0,345000.0,Moto/Mobylette,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,,5.0,0.0,0,0.0,1.0,350000.0,4.0,125000.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,merchant,125.0,1.0,0.63,IRice,garden,,True,0.3333333333333333,29,2.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,345000.0,[4764]
3945,423,Validated,2,2016-12-27 13:08:00,Section Villageoise 10,0.0,45.0,19.0,Non AlphabEtisE,1,0,1,0,5.0,2,3,3,1.0,225000.0,Moto/Mobylette,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,564000.0,5.0,0.0,0,0.0,1.0,235000.0,4.0,102570.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,merchant,125.0,4.0,1.12,IRice,garden,1.0,True,0.6,29,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,225000.0,[7865]
4057,423,Validated,2,2016-12-27 13:08:00,AL WADE,0.0,59.0,24.0,Non AlphabEtisE,1,1,0,0,7.0,1,2,0,4.0,150000.0,VElo,2.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,533000.0,5.0,0.0,0,0.0,1.0,250000.0,4.0,149820.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,merchant,125.0,4.0,1.64,IRice,elevage,1.0,True,0.0,30,0.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,150000.0,[7866]
4058,423,Validated,2,2016-12-27 13:08:00,Section Villageoise 10,0.0,35.0,14.0,Primaire,1,0,0,0,2.0,2,0,0,0.0,545000.0,VElo,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,435500.0,5.0,0.0,0,0.0,1.0,150000.0,4.0,137020.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,merchant,125.0,2.0,1.2,IRice,garden,1.0,True,0.0,29,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,545000.0,[7494]
4571,423,Validated,3,2016-12-27 13:08:00,Section Villageoise 1,0.0,42.0,19.0,Secondaire,1,1,0,0,2.0,1,1,1,0.0,450000.0,Moto/Mobylette,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,,,0.0,0,0.0,1.0,450000.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,merchant,125.0,7.0,3.22,IRice,elevage,,True,0.5,27,2.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,,450000.0,[4732]
4572,423,Validated,3,2016-12-27 13:08:00,Section V 3,0.0,39.0,19.0,Primaire,1,0,0,0,4.0,2,2,2,2.0,175000.0,VElo,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,845000.0,5.0,0.0,0,0.0,1.0,175000.0,4.0,247500.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,merchant,125.0,6.0,2.61,IRice,garden,1.0,True,0.5,26,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,175000.0,[4712]
4573,423,Validated,3,2016-12-27 13:08:00,AL WADE,1.0,33.0,15.0,Secondaire,0,0,0,0,2.0,0,1,1,,0.0,A pied,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,,,0.0,0,0.0,1.0,350000.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,merchant,125.0,3.0,1.16,IRice,garden,,True,0.5,30,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,[9098]
4574,423,Validated,4,2016-12-27 13:08:00,Section Villageoise 1,0.0,63.0,22.0,Primaire,2,1,0,0,8.0,1,3,8,4.0,325000.0,Moto/Mobylette,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,796250.0,5.0,0.0,0,0.0,1.0,350000.0,4.0,198500.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,merchant,125.0,7.0,2.45,IRice,garden,1.0,True,1.0,27,3.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,325000.0,[7874]
4575,423,Validated,3,2016-12-27 13:08:00,AL WADE,0.0,31.0,10.0,Secondaire,1,1,0,0,8.0,6,2,2,4.0,425000.0,Moto/Mobylette,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,600000.0,5.0,0.0,0,0.0,1.0,550000.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,merchant,125.0,4.0,1.82,IRice,garden,1.0,True,0.25,30,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,425000.0,
4576,423,Validated,2,2016-12-27 13:08:00,Section Villageoise 4,0.0,51.0,24.0,Non AlphabEtisE,1,1,0,0,4.0,0,4,4,2.0,325000.0,VElo,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,357500.0,5.0,0.0,0,0.0,1.0,175000.0,4.0,125000.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,merchant,125.0,2.0,1.1,IRice,garden,1.0,True,1.0,37,3.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,325000.0,[7856]
4577,423,Validated,2,2016-12-27 13:08:00,Section Villageoise 1,0.0,54.0,22.0,Non AlphabEtisE,1,1,0,0,7.0,1,3,3,4.0,325000.0,Moto/Mobylette,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,728000.0,5.0,0.0,0,0.0,1.0,375000.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,merchant,125.0,6.0,2.24,IRice,garden,1.0,True,0.42857142857142855,27,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,325000.0,[8120]
4578,423,Validated,2,2016-12-27 13:08:00,Section V 2,0.0,47.0,20.0,Non AlphabEtisE,1,0,1,0,6.0,3,2,3,2.0,245000.0,VElo,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,,,0.0,0,0.0,1.0,430000.0,4.0,249000.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,market,125.0,2.0,1.11,IRice,garden,0.0,True,0.5,28,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,,245000.0,"[7108, 7109]"
4579,423,Validated,6,2016-12-27 13:08:00,Section V 6,0.0,60.0,28.0,Non AlphabEtisE,2,1,0,0,9.0,0,3,5,,250000.0,Moto/Mobylette,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,780000.0,5.0,0.0,0,0.0,1.0,200000.0,4.0,245940.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,merchant,125.0,5.0,2.4,RRice,garden,1.0,True,0.5555555555555556,34,2.0,2.0,2.0,3.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,250000.0,[8139]
4580,423,Validated,2,2016-12-27 13:08:00,Section V 3,0.0,43.0,19.0,Non AlphabEtisE,1,0,0,0,5.0,1,2,3,0.0,0.0,VElo,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,409500.0,5.0,0.0,0,0.0,1.0,150000.0,4.0,120500.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,merchant,108.0,4.0,1.26,IRice,garden,1.0,True,0.6,26,3.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,"[5134, 5135, 5136, 5137]"
4581,423,Validated,2,2016-12-27 13:08:00,Section Villageoise 1,0.0,36.0,11.0,Non AlphabEtisE,1,0,0,0,3.0,1,2,0,0.0,175000.0,Moto/Mobylette,1.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,195000.0,5.0,0.0,0,0.0,1.0,150000.0,4.0,73500.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,market,107.0,1.0,0.6,IRice,,1.0,True,0.0,27,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,175000.0,[7851]
4582,423,Validated,13,2016-12-27 13:08:00,Section V 2,0.0,38.0,15.0,Non AlphabEtisE,1,0,0,0,1.0,1,0,0,0.0,115000.0,VElo,1.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,325000.0,5.0,0.0,0,0.0,1.0,250000.0,4.0,112000.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,market,107.0,2.0,0.97,IRice,,1.0,True,0.0,28,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,115000.0,[9110]
4583,423,Validated,3,2016-12-27 13:08:00,Section V 2,0.0,55.0,24.0,Non AlphabEtisE,1,0,0,0,5.0,0,4,4,0.0,175000.0,VElo,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,390000.0,5.0,0.0,0,0.0,1.0,300000.0,4.0,115000.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,market,107.0,4.0,1.2,IRice,garden,1.0,True,0.8,28,3.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,175000.0,"[8394, 8395]"
4584,423,Validated,3,2016-12-27 13:08:00,Section Villageoise 11,0.0,48.0,10.0,Non AlphabEtisE,1,0,0,0,2.0,2,0,0,0.0,98000.0,VElo,1.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,445000.0,5.0,0.0,0,0.0,1.0,250000.0,4.0,133000.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,market,107.0,2.0,1.37,IRice,garden,1.0,True,0.0,39,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,98000.0,[8140]
4585,423,Validated,3,2016-12-27 13:08:00,AL WADE,0.0,42.0,22.0,AlphabEtisE,1,1,0,0,4.0,1,2,4,0.0,685600.0,VElo,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,,,0.0,0,0.0,1.0,150000.0,4.0,306590.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,market,107.0,6.0,2.75,IRice,garden,1.0,True,1.0,30,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,685600.0,[9097]
4586,423,Validated,2,2016-12-27 13:08:00,AND DAAN SA DOOLE,0.0,55.0,23.0,Non AlphabEtisE,2,1,0,0,11.0,2,7,9,4.0,0.0,Moto/Mobylette,2.0,1.0,2.0,1.0,3.0,,,2.0,,7.0,0.0,0,0.0,1.0,419000.0,,0.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,market,107.0,4.0,1.82,IRice,garden,,True,0.8181818181818182,35,3.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,,,
4587,423,Validated,8,2016-12-27 13:08:00,SILMAKHA 3,0.0,44.0,19.0,Non AlphabEtisE,1,0,0,0,2.0,2,0,0,0.0,325000.0,Moto/Mobylette,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,350000.0,5.0,0.0,0,0.0,1.0,350000.0,4.0,194000.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,market,107.0,3.0,1.0,IRice,garden,1.0,True,0.0,33,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,325000.0,[4754]
4598,423,Validated,3,2016-12-27 13:08:00,Section Villageoise 8,0.0,45.0,19.0,Secondaire,1,1,0,0,6.0,2,3,5,2.0,135000.0,VElo,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,575000.0,5.0,0.0,0,0.0,1.0,375000.0,4.0,245000.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,market,107.0,4.0,1.75,IRice,garden,1.0,True,0.8333333333333334,25,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,135000.0,"[4609, 4610, 4611, 4612]"
4599,423,Validated,3,2016-12-27 13:08:00,Section Villageoise 11,1.0,44.0,8.0,Non AlphabEtisE,0,0,0,0,7.0,2,3,5,2.0,325000.0,A pied,1.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,650000.0,5.0,0.0,0,0.0,1.0,375000.0,4.0,245000.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,market,107.0,4.0,1.8,IRice,elevage,1.0,True,0.7142857142857143,39,3.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,325000.0,"[4782, 4783, 4784, 4785]"
4600,423,Validated,3,2016-12-27 13:08:00,Section V 6,0.0,63.0,30.0,Non AlphabEtisE,2,1,0,0,12.0,0,2,12,4.0,450000.0,VElo,2.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,,5.0,0.0,0,0.0,1.0,500000.0,4.0,375000.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,merchant,107.0,7.0,2.63,IRice,garden,,True,1.0,34,3.0,3.0,2.0,3.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,,450000.0,"[8391, 8392]"
4601,423,Validated,3,2016-12-27 13:08:00,Section Villageoise 4,0.0,57.0,24.0,Primaire,2,1,0,0,13.0,3,4,10,4.0,0.0,VElo,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,,5.0,0.0,0,0.0,1.0,500000.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,merchant,125.0,,4.6,IRice,elevage,,True,0.7692307692307693,37,3.0,0.0,,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,[7854]
4602,423,Validated,3,2016-12-27 13:08:00,Section Villageoise 10,0.0,33.0,13.0,Primaire,2,1,0,0,8.0,2,2,3,4.0,0.0,Moto/Mobylette,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,,,0.0,0,0.0,1.0,400000.0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,market,107.0,6.0,2.4,IRice,garden,0.0,True,0.375,29,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,"[4888, 4890, 4891, 4892, 4893]"
4603,423,Validated,3,2016-12-27 13:08:00,Section Villageoise 5,0.0,40.0,15.0,Primaire,0,0,0,0,0.0,0,0,0,,98000.0,VElo,1.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,308750.0,5.0,0.0,0,0.0,1.0,95000.0,4.0,195000.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,market,107.0,1.0,0.95,IRice,garden,1.0,True,,31,,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,,1.0,98000.0,[7506]
4604,423,Validated,3,2018-01-12 16:02:00,Section Villageoise 4,0.0,27.0,9.0,Primaire,0,0,0,0,0.0,0,0,0,,115000.0,VElo,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,325000.0,5.0,0.0,0,0.0,1.0,95000.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,market,107.0,2.0,0.88,IRice,garden,1.0,True,,37,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,115000.0,[7495]
4605,423,Validated,3,2016-12-27 13:08:00,AL WADE,0.0,46.0,20.0,Non AlphabEtisE,1,1,0,0,6.0,0,0,0,0.0,179000.0,VElo,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,359000.0,5.0,0.0,0,0.0,1.0,175000.0,4.0,110000.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,market,107.0,2.0,1.0,IRice,garden,1.0,True,0.0,30,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,179000.0,[7877]
4606,423,Validated,3,2016-12-27 13:08:00,AL WADE,0.0,66.0,24.0,Non AlphabEtisE,1,1,0,0,5.0,0,1,2,4.0,0.0,VElo,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,,5.0,0.0,0,0.0,1.0,350000.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,,market,107.0,3.0,1.49,IRice,garden,,True,0.4,30,2.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,,,
4607,423,Validated,3,2016-12-27 13:08:00,AL WADE,0.0,61.0,27.0,Non AlphabEtisE,2,1,0,0,12.0,4,4,3,4.0,135000.0,VElo,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,585000.0,5.0,0.0,0,0.0,1.0,250000.0,4.0,184900.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,market,107.0,5.0,1.8,IRice,garden,1.0,True,0.25,30,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,135000.0,[7858]
4608,423,Validated,3,2016-12-27 13:08:00,AL WADE,0.0,41.0,19.0,Primaire,1,0,1,0,3.0,1,1,2,0.0,0.0,VElo,1.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,,,0.0,0,0.0,1.0,325000.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,market,107.0,2.0,0.62,IRice,garden,0.0,True,0.6666666666666666,30,3.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,,,
4681,423,Validated,3,2016-12-27 13:08:00,AND DAAN SA DOOLE,0.0,64.0,32.0,Non AlphabEtisE,2,1,0,0,11.0,0,3,5,4.0,0.0,Moto/Mobylette,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,,5.0,0.0,0,0.0,1.0,375000.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,market,125.0,9.0,4.81,IRice,garden,,True,0.45454545454545453,35,2.0,0.0,2.0,3.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,,,"[4746, 4747, 4748, 4749, 4750, 4752]"
4682,423,Validated,3,2016-12-27 13:08:00,SILMAKHA 3,0.0,42.0,19.0,Non AlphabEtisE,1,1,0,0,0.0,0,0,0,,0.0,Moto/Mobylette,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,,5.0,0.0,0,0.0,1.0,250000.0,4.0,0.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,merchant,125.0,6.0,2.9,IRice,garden,,True,,33,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,,,[4711]
4683,423,Validated,2,2016-12-27 13:08:00,AL WADE,0.0,22.0,4.0,Primaire,0,0,0,0,1.0,0,0,0,4.0,135000.0,VElo,2.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,390000.0,5.0,0.0,0,0.0,1.0,125000.0,4.0,175000.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,merchant,125.0,2.0,1.2,IRice,,1.0,True,0.0,30,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,135000.0,[4781]
4684,423,Validated,2,2016-12-27 13:08:00,Section V 6,0.0,56.0,30.0,Non AlphabEtisE,1,0,1,0,9.0,2,3,5,2.0,0.0,Moto/Mobylette,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,,5.0,0.0,0,0.0,1.0,250000.0,4.0,0.0,,,1.0,1.0,2.0,4.0,1.0,merchant,125.0,4.0,1.11,IRice,garden,,True,0.5555555555555556,34,2.0,0.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,,,[4792]
4685,423,Validated,3,2016-12-27 13:08:00,Section Villageoise 8,1.0,49.0,10.0,Non AlphabEtisE,0,0,0,0,8.0,1,5,5,2.0,0.0,A pied,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,,5.0,0.0,0,0.0,1.0,100000.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,merchant,125.0,3.0,1.5,IRice,garden,,True,0.625,25,3.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,,,,
4686,423,Validated,2,2016-12-27 13:08:00,Section V 2,0.0,46.0,20.0,Non AlphabEtisE,1,0,1,0,5.0,1,2,2,2.0,178000.0,VElo,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,474500.0,5.0,0.0,0,0.0,1.0,150000.0,4.0,149640.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,merchant,125.0,3.0,1.46,IRice,garden,1.0,True,0.4,28,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,178000.0,"[6655, 6656, 6657]"
4687,423,Validated,2,2016-12-27 13:08:00,Section V 6,0.0,58.0,23.0,Non AlphabEtisE,1,0,0,0,9.0,3,2,1,4.0,250000.0,VElo,,1.0,2.0,1.0,,,,,,5.0,0.0,0,0.0,1.0,350000.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,merchant,125.0,5.0,1.56,IRice,garden,,True,0.1111111111111111,34,0.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,,250000.0,
4734,423,Validated,3,2016-12-27 13:08:00,Section Villageoise 4,0.0,37.0,19.0,Secondaire,1,0,0,0,4.0,3,1,1,2.0,0.0,A pied,1.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,,5.0,0.0,0,0.0,1.0,175000.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,merchant,125.0,4.0,3.25,IRice,garden,,True,0.25,37,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,[7861]
4735,423,Validated,2,2016-12-27 13:08:00,MAME BARKA MBAYE,0.0,42.0,14.0,Secondaire,1,0,0,0,3.0,1,2,2,0.0,75000.0,Moto/Mobylette,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,227500.0,5.0,0.0,0,0.0,1.0,150000.0,4.0,95000.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,market,109.0,3.0,0.7,IRice,garden,1.0,True,0.6666666666666666,32,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,75000.0,[7903]
4743,423,Validated,2,2016-12-27 13:08:00,Section V 3,0.0,22.0,6.0,Secondaire,0,0,1,0,5.0,2,1,1,4.0,175000.0,Moto/Mobylette,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,350000.0,5.0,0.0,0,0.0,1.0,150000.0,4.0,115000.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,merchant,125.0,2.0,1.16,IRice,garden,1.0,True,0.2,26,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,1.0,175000.0,"[4822, 4823]"
4744,423,Validated,2,2016-12-27 13:08:00,Section Villageoise 1,0.0,50.0,17.0,Primaire,2,1,0,0,5.0,2,1,2,2.0,220000.0,VElo,2.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,273000.0,5.0,0.0,0,0.0,1.0,150000.0,4.0,99000.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,merchant,125.0,2.0,1.33,IRice,garden,1.0,True,0.4,27,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,220000.0,[8382]
4745,423,Validated,2,2016-12-27 13:08:00,Section Villageoise 9,0.0,56.0,21.0,Non AlphabEtisE,2,0,0,0,12.0,2,4,3,4.0,115000.0,VElo,1.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,520000.0,5.0,0.0,0,0.0,1.0,150000.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,market,125.0,4.0,1.6,IRice,garden,1.0,True,0.25,24,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,115000.0,[7876]
4746,423,Validated,2,2016-12-27 13:08:00,SILMAKHA 3,0.0,53.0,25.0,Non AlphabEtisE,2,1,0,0,14.0,1,5,9,4.0,200000.0,VElo,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,585000.0,5.0,0.0,0,0.0,1.0,300000.0,4.0,244900.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,merchant,125.0,3.0,1.8,IRice,garden,1.0,True,0.6428571428571429,33,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,200000.0,[7855]
